-48256.0,-17854.72
-48196.13313313313,-17832.569259259257
-48136.26626626627,-17810.41851851852
-48076.3993993994,-17788.26777777778
-48016.53253253253,-17766.11703703704
-47956.66566566566,-17743.966296296294
-47896.7987987988,-17721.815555555557
-47836.93193193193,-17699.664814814816
-47777.065065065064,-17677.514074074075
-47717.198198198195,-17655.36333333333
-47657.331331331334,-17633.212592592594
-47597.464464464465,-17611.061851851853
-47537.597597597596,-17588.91111111111
-47477.73073073073,-17566.760370370368
-47417.863863863866,-17544.60962962963
-47357.996996997,-17522.45888888889
-47298.13013013013,-17500.308148148146
-47238.26326326327,-17478.15740740741
-47178.3963963964,-17456.006666666668
-47118.52952952953,-17433.855925925927
-47058.66266266266,-17411.705185185183
-46998.7957957958,-17389.554444444446
-46938.92892892893,-17367.403703703705
-46879.06206206206,-17345.25296296296
-46819.19519519519,-17323.10222222222
-46759.32832832833,-17300.951481481483
-46699.46146146146,-17278.800740740742
-46639.59459459459,-17256.649999999998
-46579.727727727724,-17234.499259259257
-46519.86086086086,-17212.34851851852
-46459.993993993994,-17190.19777777778
-46400.127127127125,-17168.047037037035
-46340.260260260264,-17145.896296296298
-46280.393393393395,-17123.745555555557
-46220.526526526526,-17101.594814814813
-46160.65965965966,-17079.444074074072
-46100.792792792796,-17057.293333333335
-46040.92592592593,-17035.142592592594
-45981.05905905906,-17012.99185185185
-45921.19219219219,-16990.84111111111
-45861.32532532533,-16968.690370370372
-45801.45845845846,-16946.53962962963
-45741.59159159159,-16924.388888888887
-45681.72472472472,-16902.238148148146
-45621.85785785786,-16880.08740740741
-45561.99099099099,-16857.93666666667
-45502.12412412412,-16835.785925925924
-45442.25725725725,-16813.635185185183
-45382.39039039039,-16791.484444444446
-45322.52352352352,-16769.3337037037
-45262.656656656654,-16747.18296296296
-45202.78978978979,-16725.032222222224
-45142.922922922924,-16702.881481481483
-45083.056056056055,-16680.73074074074
-45023.18918918919,-16658.579999999998
-44963.322322322325,-16636.42925925926
-44903.455455455456,-16614.27851851852
-44843.58858858859,-16592.127777777776
-44783.72172172172,-16569.977037037035
-44723.85485485486,-16547.826296296298
-44663.98798798799,-16525.675555555554
-44604.12112112112,-16503.524814814813
-44544.25425425425,-16481.374074074072
-44484.38738738739,-16459.223333333335
-44424.52052052052,-16437.07259259259
-44364.65365365365,-16414.92185185185
-44304.78678678679,-16392.771111111113
-44244.91991991992,-16370.62037037037
-44185.05305305305,-16348.46962962963
-44125.18618618618,-16326.318888888887
-44065.31931931932,-16304.168148148148
-44005.45245245245,-16282.017407407408
-43945.585585585584,-16259.866666666667
-43885.71871871872,-16237.715925925928
-43825.851851851854,-16215.565185185185
-43765.984984984985,-16193.414444444445
-43706.11811811812,-16171.263703703702
-43646.25125125125,-16149.112962962961
-43586.384384384386,-16126.962222222222
-43526.51751751752,-16104.811481481482
-43466.65065065065,-16082.66074074074
